,Id,imdbId,primaryTitle,startYear,runtimeMinutes,IMDB Score,Genre
1312,1312,838192,Fashion Victims,2007,105,6.8,1
1067,1067,151372,Ljuset h??ller mig s???llskap,2000,78,7.0,3
1993,1993,425151,Jimmy and Judy,2006,99,6.2,2
1175,1175,317919,Mission: Impossible III,2006,126,6.9,0
650,650,2381249,Mission: Impossible - Rogue Nation,2015,131,7.4,0
818,818,159382,Croupier,1998,94,7.2,2
1682,1682,1326252,Picasso and Braque Go to the Movies,2008,60,6.5,3
1174,1174,315850,El bonaerense,2002,105,6.9,2
1426,1426,422091,Blast,2004,129,6.7,0
1767,1767,360323,10th & Wolf,2006,107,6.4,2
1573,1573,1659253,Thorne: Scaredycat,2010,120,6.6,2
3045,3045,441627,Game Over,2005,85,3.6,2
370,370,284262,Life and Debt,2001,80,7.6,3
2519,2519,452625,Good Luck Chuck,2007,96,5.6,1
785,785,2825768,The Outrageous Sophie Tucker,2014,96,7.3,3
2494,2494,120723,Kissing a Fool,1998,93,5.6,1
2408,2408,2997896,Cha cha cha,2013,95,5.8,2
194,194,1740712,"Video Nasties: Moral Panic, Censorship & Videotape",2010,72,7.9,3
2487,2487,4462082,Counting,2015,111,5.7,3
444,444,2585208,Louis Theroux: Law and Disorder in Philadelphia,2008,60,7.6,3
2220,2220,1134665,Chelsea on the Rocks,2008,89,6.0,3
207,207,5275872,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,2016,108,7.9,3
1617,1617,107566,Mi vida loca,1993,92,6.5,2
196,196,1794779,Eco-Pirate: The Story of Paul Watson,2011,110,7.9,3
2088,2088,160620,Oxygen,1999,92,6.1,2
1824,1824,2148554,41,2012,98,6.4,3
185,185,1178658,This Is the Life,2008,97,7.9,3
2108,2108,371878,Piccadilly Jim,2005,97,6.1,1
1747,1747,119434,Just Write,1997,102,6.4,1
488,488,419142,Slavoj Zizek: The Reality of the Virtual,2004,71,7.5,3
894,894,1782451,Good Copy Bad Copy,2007,59,7.2,3
1385,1385,100758,Teenage Mutant Ninja Turtles,1990,93,6.7,0
2979,2979,131646,Wing Commander,1999,100,4.2,0
725,725,762117,Maxed Out,2006,90,7.3,3
2627,2627,113425,The Innocent Sleep,1996,110,5.4,2
346,346,4333662,They Will Have to Kill Us First,2015,100,7.7,3
123,123,4257858,Going Clear: Scientology & the Prison of Belief,2015,119,8.1,3
1504,1504,109035,Above the Rim,1994,96,6.6,2
317,317,1567233,Forks Over Knives,2011,96,7.7,3
2176,2176,4610372,Noma My Perfect Storm,2015,100,6.1,3
2858,2858,978670,The Neighbor,2007,98,4.9,1
2727,2727,3098306,French Women,2014,116,5.3,1
639,639,1866255,The Battle for Marjah,2010,88,7.4,3
2658,2658,1592576,Swerve,2011,86,5.4,2
1588,1588,2125439,Bestiaire,2012,72,6.6,3
2417,2417,104201,Equinox,1992,110,5.7,2
1164,1164,140428,L'odore della notte,1998,101,6.9,2
2489,2489,4979082,Hail the Water of the Ganges,2016,149,5.7,2
2047,2047,2654572,The Preppie Connection,2015,95,6.2,2
1833,1833,3176134,Consequences,2014,106,6.4,2
1428,1428,429715,The Business,2005,97,6.7,2
217,217,130827,Run Lola Run,1998,81,7.8,2
1538,1538,438488,Terminator Salvation,2009,115,6.6,0
1728,1728,5337758,"Hieronymus Bosch, Touched by the Devil",2015,86,6.5,3
733,733,923869,United Red Army,2007,190,7.3,2
1001,1001,1334254,Maharathi,2008,114,7.1,2
1441,1441,920470,The Last Deadly Mission,2008,125,6.7,2
1756,1756,186566,Space Cowboys,2000,130,6.4,0
2189,2189,119925,The Postman,1997,177,6.0,0
2171,2171,3883282,I Am Road Comic,2014,68,6.1,3
2894,2894,2996684,Animal,2014,86,4.8,0
2110,2110,395677,100 Days with Mr. Arrogant,2004,95,6.1,1
1600,1600,3122764,Southern Rites,2015,87,6.6,3
449,449,3517192,Ohm Shanthi Oshaana,2014,136,7.6,1
1248,1248,3504604,Steve McQueen: The Man & Le Mans,2015,102,6.9,3
622,622,1462017,In Search of Memory,2009,95,7.4,3
77,77,1370803,"Trust Us, This Is All Made Up",2009,83,8.2,3
1687,1687,1500516,Videocracy,2009,85,6.5,3
2992,2992,4019560,Exposed,2016,102,4.2,2
2233,2233,1686784,Flying Swords of Dragon Gate,2011,122,6.0,0
1657,1657,460721,The Big Bad Swim,2006,96,6.5,1
2150,2150,1706598,Every Secret Thing,2014,93,6.1,2
25,25,282864,Promises,2001,106,8.5,3
710,710,383574,Pirates of the Caribbean: Dead Man's Chest,2006,151,7.3,0
2206,2206,318649,Sahara,2005,124,6.0,0
1691,1691,1591479,Act of Valor,2012,110,6.5,0
1019,1019,1653827,Boxing Gym,2010,91,7.1,3
665,665,4025514,Suburra,2015,130,7.4,2
1751,1751,120844,Star Trek: Insurrection,1998,103,6.4,0
1363,1363,2334896,The Dirties,2013,83,6.8,2
802,802,102360,Lyrisch nitraat,1991,50,7.2,3
1037,1037,2445556,B-Side,2013,97,7.1,1
1526,1526,290879,The Legend of Suriyothai,2001,185,6.6,0
2539,2539,1556243,The Hypnotist,2012,122,5.6,2
2898,2898,4442130,Wild Horses,2015,100,4.8,2
2310,2310,1220634,Resident Evil: Afterlife,2010,96,5.9,0
3070,3070,476888,"Tom, Dick, and Harry",2006,137,3.1,1
1313,1313,859760,Ladr???n que roba a ladr???n,2007,98,6.8,0
1434,1434,488174,Princess Aurora,2005,106,6.7,2
2078,2078,118603,American Perfekt,1997,100,6.1,2
1421,1421,366526,Godzilla: Tokyo S.O.S.,2003,91,6.7,0
2624,2624,110612,My Father the Hero,1994,90,5.4,1
575,575,321376,Cuban Rafters,2002,120,7.4,3
2629,2629,114210,A Pyromaniac's Love Story,1995,94,5.4,1
2940,2940,358349,Agent Cody Banks 2: Destination London,2004,100,4.5,0
881,881,1341764,Out Late,2008,64,7.2,3
1969,1969,139394,The Joyriders,1999,100,6.2,2
1437,1437,800241,Transsiberian,2008,111,6.7,2
576,576,354696,The Legend of Leigh Bowery,2002,83,7.4,3
94,94,419806,"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",2004,68,8.1,3
2222,2222,1212451,April Showers,2009,94,6.0,2
2997,2997,1484521,30 Beats,2012,88,4.1,1
2159,2159,2126355,San Andreas,2015,114,6.1,0
1051,1051,5210376,Diving Into the Unknown,2016,90,7.1,3
2845,2845,105402,Sidekicks,1992,101,4.9,0
1446,1446,1156506,Connected,2008,110,6.7,0
1554,1554,950739,Arn: The Kingdom at the End of the Road,2008,128,6.6,0
2829,2829,443431,Another Gay Movie,2006,92,5.0,1
1461,1461,1596753,Salinger,2013,120,6.7,3
1433,1433,487116,Obsession: Radical Islam's War Against the West,2005,77,6.7,3
1946,1946,4791594,The Classified File,2015,108,6.3,2
543,543,4324916,Can We Take a Joke?,2015,74,7.5,3
1732,1732,109266,Bang,1995,98,6.4,2
1142,1142,4088268,Department Q: A Conspiracy of Faith,2016,112,7.0,2
1169,1169,240890,Serendipity,2001,90,6.9,1
1243,1243,3091148,The Identity Theft of Mitch Mustain,2013,93,6.9,3
2614,2614,2905838,Bang Bang,2014,153,5.5,0
495,495,493459,This Film Is Not Yet Rated,2006,98,7.5,3
589,589,478338,Zizek!,2005,71,7.4,3
1563,1563,1229381,Outside the Law,2010,138,6.6,2
2844,2844,99623,Funny About Love,1990,101,4.9,1
824,824,242587,L.I.E.,2001,97,7.2,2
1875,1875,349683,King Arthur,2004,126,6.3,0
1668,1668,912586,Girl 27,2007,86,6.5,3
962,962,385048,Last Hippie Standing,2002,45,7.1,3
2166,2166,2343713,Sexy Baby,2012,84,6.1,3
1301,1301,467923,Gamera the Brave,2006,96,6.8,0
2560,2560,5437138,Tectonic Plate,2016,74,5.6,3
2501,2501,259207,Backstage,2000,86,5.6,3
595,595,839739,The Beales of Grey Gardens,2006,91,7.4,3
1438,1438,808244,Easy Virtue,2008,97,6.7,1
1411,1411,265651,Ripley's Game,2002,110,6.7,2
1277,1277,204640,Sordid Lives,2000,111,6.8,1
2274,2274,204946,Bring It On,2000,98,5.9,1
11,11,3327994,Human,2015,190,8.7,3
2896,2896,3355510,Badge of Honor,2015,94,4.8,2
1177,1177,349154,Bodysong,2003,83,6.9,3
743,743,1261900,Lovecraft: Fear of the Unknown,2008,90,7.3,3
1391,1391,113967,New Jersey Drive,1995,98,6.7,2
1965,1965,119994,Red Corner,1997,122,6.2,2
1317,1317,961728,The Escapist,2008,102,6.8,2
2577,2577,163187,Runaway Bride,1999,116,5.5,1
1230,1230,2070776,Populaire,2012,111,6.9,1
1758,1758,246498,The City of Lost Souls,2000,103,6.4,2
2156,2156,1918965,Murder 2,2011,127,6.1,2
1204,1204,1037705,The Book of Eli,2010,118,6.9,0
2885,2885,887971,While She Was Out,2008,86,4.8,2
797,797,5278460,Audrie & Daisy,2016,95,7.3,3
3084,3084,3248132,Morning Star,2014,90,2.7,0
2975,2975,2404583,Ironclad: Battle for Blood,2014,108,4.3,0
1400,1400,121765,Star Wars: Episode II - Attack of the Clones,2002,142,6.7,0
59,59,1280558,A Wednesday,2008,104,8.3,2
2191,2191,156757,Mad About Mambo,2000,92,6.0,1
1531,1531,344604,Apr???s Vous,2003,110,6.6,1
1696,1696,1897945,Petty Romance,2010,118,6.5,1
2836,2836,1678040,Bed & Breakfast: Love is a Happy Accident,2010,89,5.0,1
1721,1721,4103686,City of God: 10 Years Later,2013,70,6.5,3
1155,1155,112688,Clockers,1995,128,6.9,2
2414,2414,4744086,Ki & Ka,2016,126,5.8,1
2535,2535,1194624,The Sniper,2009,90,5.6,0
2366,2366,435528,Whisper,2007,94,5.8,2
1961,1961,117107,Mulholland Falls,1996,107,6.2,2
623,623,1465494,Keep Surfing,2009,94,7.4,3
2266,2266,117089,Rebirth of Mothra,1996,106,5.9,0
3014,3014,887719,Blonde Ambition,2007,93,3.9,1
794,794,3995006,Banksy Does New York,2014,79,7.3,3
769,769,1800266,Brooklyn Castle,2012,101,7.3,3
1171,1171,276515,Southern Comfort,2001,90,6.9,3
2246,2246,3108840,Being Ginger,2013,69,6.0,3
2245,2245,2658126,Commando,2013,124,6.0,0
163,163,140894,"Chile, the Obstinate Memory",1997,59,7.9,3
942,942,139898,The Boys,1998,86,7.1,2
858,858,1024942,Just Another Love Story,2007,100,7.2,2
1746,1746,118571,Air Force One,1997,124,6.4,0
533,533,3215346,Alphabet,2013,113,7.5,3
2508,2508,364970,Babylon A.D.,2008,90,5.6,0
1645,1645,313443,Out of Time,2003,105,6.5,2
1717,1717,3631112,The Girl on the Train,2016,112,6.5,2
251,251,1450681,9500 Liberty,2009,81,7.8,3
177,177,758742,Death Note,2006,126,7.9,2
531,531,2460426,"Park Avenue: Money, Power and the American Dream",2012,70,7.5,3
748,748,1340425,DMT: The Spirit Molecule,2010,75,7.3,3
2637,2637,287986,God Is Great and I'm Not,2001,95,5.4,1
2861,2861,1305583,Our Family Wedding,2010,103,4.9,1
2842,2842,3213222,Big Muddy,2014,104,5.0,2
1966,1966,120013,The Revengers' Comedies,1998,86,6.2,1
116,116,2385027,Catastroika,2012,87,8.1,3
1089,1089,490166,London to Brighton,2006,85,7.0,2
977,977,492487,Small Town Gay Bar,2006,76,7.1,3
1725,1725,4716560,The Swedish Theory of Love,2015,90,6.5,3
2561,2561,5465868,Me cas??? con un boludo,2016,100,5.6,1
2119,2119,489099,Jumper,2008,88,6.1,0
526,526,2043900,Last Call at the Oasis,2011,105,7.5,3
1181,1181,380736,The 7th Day,2004,96,6.9,2
1336,1336,1280534,A Boyfriend for My Wife,2008,100,6.8,1
535,535,3504226,Weekend of a Champion,2013,93,7.5,3
2859,2859,1093357,The Darkest Hour,2011,89,4.9,0
1041,1041,2719848,Everest,2015,121,7.1,0
2765,2765,972558,Dark Planet,2009,115,5.2,0
996,996,1241325,Objectified,2009,75,7.1,3
1562,1562,1226273,Edge of Darkness,2010,117,6.6,2
734,734,956101,Big River Man,2009,100,7.3,3
1331,1331,1186201,Bulletproof Salesman,2008,70,6.8,3
211,211,106333,Baazigar,1993,175,7.8,2
952,952,281724,Cinemania,2002,83,7.1,3
1191,1191,424755,'Hellboy': The Seeds of Creation,2004,143,6.9,3
1902,1902,1322312,Going the Distance,2010,102,6.3,1
1699,1699,1977915,Spanish Lake,2014,79,6.5,3
349,349,99121,Berkeley in the Sixties,1990,117,7.6,3
90,90,168515,Bittersweet Motel,2000,82,8.1,3
319,319,1667130,The Green Wave,2010,80,7.7,3
359,359,117665,Sleepers,1996,147,7.6,2
358,358,116767,Kids Return,1996,107,7.6,2
2693,2693,252028,Surviving Christmas,2004,91,5.3,1
757,757,1578269,The First Movie,2009,76,7.3,3
2994,2994,119521,A Letter from Death Row,1998,89,4.1,2
1884,1884,430063,Ethan Mao,2004,87,6.3,2
960,960,345128,The Gleaners and I: Two Years Later,2002,63,7.1,3
1444,1444,1126596,Adulthood,2008,99,6.7,2
932,932,106937,The Legend II,1993,95,7.1,0
413,413,1326733,The Art of the Steal,2009,101,7.6,3
2426,2426,120667,Fantastic Four,2005,106,5.7,0
2887,2887,1231287,Labor Pains,2009,89,4.8,1
1150,1150,5278464,Holy Hell,2016,100,7.0,3
929,929,102048,Homicide,1991,102,7.1,2
1354,1354,2017561,Journey to the West,2013,110,6.8,0
266,266,5446858,Zero Days,2016,116,7.8,3
789,789,3456090,E-Team,2014,88,7.3,3
2053,2053,3165552,Ciudad Delirio,2014,99,6.2,1
1367,1367,2621714,American Vagabond,2013,85,6.8,3
787,787,3091552,At Berkeley,2013,244,7.3,3
3011,3011,120856,Tarzan and the Lost City,1998,83,3.9,0
471,471,247425,In the Bedroom,2001,130,7.5,2
1242,1242,2828840,Fists of Legend,2013,154,6.9,0
301,301,881310,Modern Life,2008,88,7.7,3
2730,2730,3687304,The Driftless Area,2015,95,5.3,2
569,569,301199,Dirty Pretty Things,2002,97,7.4,2
1922,1922,1959332,American Mary,2012,103,6.3,2
1885,1885,431641,Azumi 2: Death or Love,2005,108,6.3,0
2918,2918,99575,Fire Birds,1990,85,4.6,0
2270,2270,163025,Jurassic Park III,2001,92,5.9,0
1358,1358,2147484,Speed: In Search of Lost Time,2012,97,6.8,3
897,897,1981703,The Harvest/La Cosecha,2011,80,7.2,3
1784,1784,844948,Varg Veum - Bitre blomster,2007,95,6.4,2
1488,1488,3771626,The Brainwashing of My Dad,2015,90,6.7,3
1887,1887,435670,The Invisible,2007,102,6.3,2
1352,1352,1806910,Genius on Hold,2012,91,6.8,3
441,441,2366450,Stories We Tell,2012,108,7.6,3
2365,2365,421045,Bickford Shmeckler's Cool Ideas,2006,79,5.8,1
1498,1498,98994,"After Dark, My Sweet",1990,114,6.6,2
1297,1297,431961,One Shot,2004,60,6.8,3
1289,1289,365190,Red Lights,2004,105,6.8,2
2268,2268,119249,Commander Hamilton,1998,127,5.9,0
2708,2708,1092002,To Fili Tis... Zois,2007,103,5.3,1
2116,2116,472259,Alone with Her,2006,78,6.1,2
2316,2316,1429392,Small Town Murder Songs,2010,75,5.9,2
1828,1828,2369127,Mystery,2012,98,6.4,2
1506,1506,112722,Copycat,1995,123,6.6,2
1842,1842,4504040,A Ballerina's Tale,2015,85,6.4,3
1945,1945,4699388,Up for Love,2016,98,6.3,1
506,506,1212007,The Dhamma Brothers,2008,76,7.5,3
467,467,169024,Megacities,1998,90,7.5,3
917,917,3742284,NH10,2015,115,7.2,2
2382,2382,1509767,The Three Musketeers,2011,110,5.8,0
2019,2019,1424310,Chinese Zodiac,2012,109,6.2,0
1863,1863,164334,Along Came a Spider,2001,104,6.3,2
384,384,449994,Jodhaa Akbar,2008,213,7.6,0
333,333,2404567,From Bedrooms to Billions,2014,150,7.7,3
497,497,499101,The Free Will,2006,163,7.5,2
813,813,120201,Starship Troopers,1997,129,7.2,0
2411,2411,4254046,Library Wars: The Last MIssion,2015,120,5.8,0
1840,1840,3777860,Mammal,2016,96,6.4,2
1923,1923,1985019,Austenland,2013,97,6.3,1
260,260,1813757,Who Killed Captain Alex?,2010,64,7.8,0
2039,2039,2296404,Tai Chi Hero,2012,100,6.2,0
2072,2072,115495,Albino Alligator,1996,97,6.1,2
2921,2921,152548,Spanish Fly,1998,91,4.6,1
2030,2030,1821657,The Night Stalker,2016,89,6.2,2
1888,1888,452643,Love and Other Disasters,2006,90,6.3,1
2663,2663,2290553,Northmen - A Viking Saga,2014,97,5.4,0
1020,1020,1714205,Purge,2012,125,7.1,2
1236,1236,2359417,Two Years at Sea,2011,88,6.9,3
530,530,2405792,Elaine Stritch: Shoot Me,2013,81,7.5,3
2311,2311,1242527,At World's End,2009,95,5.9,0
2254,2254,4558042,Elstree 1976,2015,97,6.0,3
1655,1655,443524,Guest of Cindy Sherman,2008,88,6.5,3
489,489,434440,The World According to Sesame Street,2006,104,7.5,3
474,474,313670,Sweet Sixteen,2002,106,7.5,2
2878,2878,305357,Charlie's Angels: Full Throttle,2003,106,4.8,0
2152,2152,1772270,Foxfire: Confessions of a Girl Gang,2012,143,6.1,2
2568,2568,110516,Milk Money,1994,110,5.5,1
3080,3080,131046,T.N.T.,1997,90,2.7,0
503,503,1117385,Felon,2008,104,7.5,2
1306,1306,494222,Eagle vs Shark,2007,88,6.8,1
2943,2943,1321869,The Lovers,2013,109,4.5,0
2303,2303,865559,My Life in Ruins,2009,95,5.9,1
2168,2168,3239442,The 10 Year Plan,2014,90,6.1,1
1839,1839,3701804,"Fat, Sick & Nearly Dead 2",2014,88,6.4,3
554,554,107748,One Nation Under God,1993,83,7.4,3
1738,1738,113097,Forget Paris,1995,101,6.4,1
2737,2737,105631,Traces of Red,1992,105,5.2,2
961,961,368314,Surplus: Terrorized Into Being Consumers,2003,54,7.1,3
731,731,903660,Killer at Large,2008,87,7.3,3
76,76,1343324,Laffghanistan: Comedy Down Range,2009,90,8.2,3
2513,2513,417148,Snakes on a Plane,2006,105,5.6,0
2998,2998,2275656,Star Wars: Threads of Destiny,2014,110,4.1,0
1794,1794,1152822,Freakonomics,2010,93,6.4,3
1753,1753,150377,Double Jeopardy,1999,105,6.4,2
465,465,145394,A Place Called Chiapas,1998,89,7.5,3
2042,2042,2390237,Cuban Fury,2014,98,6.2,1
2454,2454,913401,Kill Buljo: The Movie,2007,93,5.7,0
1683,1683,1367454,Time in the Minors,2010,85,6.5,3
2190,2190,120820,Senseless,1998,93,6.0,1
857,857,1023446,Ellen ten Damme: As I Was Wondering Where This Mixed-up Little Life of Mine Was Leading To,2007,66,7.2,3
801,801,97884,May Fools,1990,107,7.2,1
2618,2618,3919208,Baji,2015,170,5.5,0
901,901,2082221,Nameless Gangster: Rules of the Time,2012,134,7.2,2
1205,1205,1097643,Fifty Dead Men Walking,2008,117,6.9,2
1679,1679,1249415,OceanWorld 3D,2009,81,6.5,3
653,653,2513616,Springsteen & I,2013,124,7.4,3
1201,1201,902955,In Bar,2007,92,6.9,2
1451,1451,1210042,Brooklyn's Finest,2009,132,6.7,2
979,979,770828,Man of Steel,2013,143,7.1,0
1050,1050,5165344,Rustom,2016,148,7.1,2
271,271,119116,The Fifth Element,1997,126,7.7,0
3012,3012,374627,Double z???ro,2004,90,3.9,0
1654,1654,439478,Boynton Beach Club,2005,105,6.5,1
1737,1737,113044,Feast of July,1995,116,6.4,2
1069,1069,212338,Meet the Parents,2000,108,7.0,1
243,243,1202339,20 Seconds of Joy,2007,60,7.8,3
428,428,1836974,Ecstasy of Order: The Tetris Masters,2011,93,7.6,3
1646,1646,339579,Returner,2002,116,6.5,0
2126,2126,943512,How to Cook Your Life,2007,100,6.1,3
2937,2937,273244,The Gospel According to Philip K. Dick,2001,80,4.5,3
1116,1116,1441846,Angst,2009,95,7.0,3
2195,2195,184510,Get Bruce,1999,82,6.0,3
2592,2592,852713,The House Bunny,2008,97,5.5,1
2890,2890,1562871,Ra.One,2011,156,4.8,0
2770,2770,1735907,The Adderall Diaries,2015,87,5.2,2
1979,1979,284837,Ali G Indahouse,2002,85,6.2,1
1112,1112,1398949,Blank City,2010,94,7.0,3
2405,2405,2497980,The Lookalike,2014,100,5.8,2
2010,2010,1085382,Chicago Overcoat,2009,94,6.2,0
397,397,1049400,Outrage,2009,90,7.6,3
679,679,107311,Khal Nayak,1993,190,7.3,0
1585,1585,2062961,Follow Me: The Yoni Netanyahu Story,2012,87,6.6,3
617,617,1289430,La rabbia di Pasolini,2008,83,7.4,3
1620,1620,117395,Project Grizzly,1996,72,6.5,3
2640,2640,298814,The Core,2003,135,5.4,0
2437,2437,217978,'R Xmas,2001,85,5.7,2
2130,2130,970452,Solomon Kane,2009,104,6.1,0
110,110,1935156,Jodorowsky's Dune,2013,90,8.1,3
2803,2803,457495,Alex Rider: Operation Stormbreaker,2006,93,5.1,0
1415,1415,298504,Undertaking Betty,2002,94,6.7,1
486,486,399146,A History of Violence,2005,96,7.5,2
1372,1372,3214286,A Lego Brickumentary,2014,93,6.8,3
2355,2355,282687,Life or Something Like It,2002,103,5.8,1
129,129,168629,Dancer in the Dark,2000,140,8.0,2
2973,2973,1502712,Fantastic Four,2015,100,4.3,0
1940,1940,3317562,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,2015,476,6.3,3
2451,2451,804552,The Killing Gene,2007,104,5.7,2
1714,1714,3405714,Mythica: A Quest for Heroes,2014,92,6.5,0
1046,1046,3385516,X-Men: Apocalypse,2016,144,7.1,0
975,975,486585,Fuck,2005,93,7.1,3
65,65,112641,Casino,1995,178,8.2,2
1836,1836,3460152,To Kill a Man,2014,82,6.4,2
2198,2198,232632,Shiner,2000,99,6.0,2
2243,2243,2329188,Cambio de ruta,2014,94,6.0,1
1988,1988,391229,I Want Someone to Eat Cheese With,2006,80,6.2,1
2848,2848,117283,The Pallbearer,1996,98,4.9,1
290,290,439810,La sierra,2005,84,7.7,3
0,0,111161,The Shawshank Redemption,1994,142,9.3,2
1105,1105,1296893,Sons of Perdition,2010,85,7.0,3
1320,1320,1010265,Fallen Angels,2008,95,6.8,2
1944,1944,4306308,Cute & Dangerous,2015,113,6.3,1
596,596,882800,Pretpark Nederland,2006,90,7.4,3
990,990,1064932,Welcome to the Sticks,2008,106,7.1,1
1307,1307,498091,Animals in Love,2007,85,6.8,3
1258,1258,105508,Swoon,1992,93,6.8,2
1958,1958,113535,The Keeper,1995,92,6.2,2
2540,2540,1562849,Division III: Football's Finest,2011,98,5.6,1
612,612,1230385,The Yellow Sea,2010,157,7.4,2
496,496,497116,An Inconvenient Truth,2006,96,7.5,3
1295,1295,418362,Will You Marry Me?,2004,163,6.8,1
2060,2060,4040072,Cold Deck,2015,80,6.2,2
75,75,1320254,Presumed Guilty,2008,87,8.2,3
781,781,2467442,K2: Siren of the Himalayas,2012,75,7.3,3
3029,3029,106761,Double Dragon,1994,96,3.7,0
337,337,2795078,Gasland Part II,2013,125,7.7,3
2298,2298,483918,Never to Lose,2005,111,5.9,0
680,680,109339,Brother Minister: The Assassination of Malcolm X,1994,115,7.3,3
885,885,1439573,The Sound of Insects: Record of a Mummy,2009,87,7.2,3
2396,2396,1959490,Noah,2014,138,5.8,0
1832,1832,2979302,Journey to the Safest Place on Earth,2013,100,6.4,3
544,544,4377864,The Pearl Button,2015,82,7.5,3
1955,1955,109297,Blink,1993,106,6.2,2
584,584,451090,Just for Kicks,2005,67,7.4,3
2058,2058,3628598,Remember Me?,2014,87,6.2,1
2022,2022,1682186,Headshot,2011,105,6.2,2
771,771,1990352,The Island President,2011,101,7.3,3
111,111,2015381,Guardians of the Galaxy,2014,121,8.1,0
1186,1186,406816,The Guardian,2006,139,6.9,0
223,223,375679,Crash,2004,112,7.8,2
501,501,1020972,Blind Mountain,2007,95,7.5,2
1467,1467,1756511,Fake It So Real,2011,95,6.7,3
1796,1796,1181791,Black Death,2010,102,6.4,0
2425,2425,120373,Trial and Error,1997,98,5.7,1
2769,2769,1726661,Karate Girl,2011,92,5.2,0
1769,1769,364079,Trekkies 2,2004,93,6.4,3
675,675,100624,Sink or Swim,1990,48,7.3,3
1210,1210,1261954,Take Me Home,2011,97,6.9,1
391,391,819354,10 Questions for the Dalai Lama,2006,86,7.6,3
1936,1936,3136752,The Last Diamond,2014,108,6.3,2
2780,2780,106466,Born Yesterday,1993,100,5.1,1
1464,1464,1726669,Killer Joe,2011,102,6.7,2
2601,2601,1220553,The Fighting Spirit,2007,85,5.5,3
727,727,832903,Manufactured Landscapes,2006,86,7.3,3
2028,2028,1800246,That Awkward Moment,2014,94,6.2,1
647,647,2327430,Liv & Ingmar,2012,89,7.4,3
2552,2552,2751310,Sex Ed,2014,92,5.6,1
2526,2526,874271,Elsewhere,2009,106,5.6,2
511,511,1379210,When the Dragon Swallowed the Sun,2010,115,7.5,3
1296,1296,429493,The A-Team,2010,117,6.8,0
167,167,299977,Hero,2002,107,7.9,0
2728,2728,3268668,Captive,2015,97,5.3,2
2096,2096,269095,City by the Sea,2002,108,6.1,2
889,889,1556690,Day Is Done,2011,111,7.2,3
1460,1460,1580704,That Girl in Yellow Boots,2010,103,6.7,2
475,475,314691,Sogobi,2002,90,7.5,3
355,355,112818,Dead Man Walking,1995,122,7.6,2
1879,1879,415833,Hate Crime,2005,103,6.3,2
1781,1781,790653,Elliot Loves,2012,92,6.4,1
80,80,2218646,Owned & Operated,2012,106,8.2,3
2177,2177,4738360,The Last King,2016,99,6.1,0
2697,2697,293452,Loco Love,2003,94,5.3,1
983,983,831386,The Drummer,2007,118,7.1,2
1241,1241,2827708,Steak (R)evolution,2014,135,6.9,3
1203,1203,969355,A Walk Into the Sea: Danny Williams and the Warhol Factory,2007,75,6.9,3
2046,2046,2637848,Sirius,2013,110,6.2,3
214,214,110917,A Pure Formality,1994,108,7.8,2
1709,1709,2650192,Celestial Subway Lines/Salvaging Noise,2005,68,6.5,3
2574,2574,120186,Body Count,1998,85,5.5,2
2853,2853,143874,Shattered Image,1998,102,4.9,2
581,581,421238,The Proposition,2005,104,7.4,2
3067,3067,2379386,In the Name of the King: The Last Job,2014,86,3.2,0
1327,1327,1104001,TRON: Legacy,2010,125,6.8,0
1650,1650,378407,My Date with Drew,2004,90,6.5,3
2594,2594,901476,Bride Wars,2009,89,5.5,1
2622,2622,106867,Fantozzi in paradiso,1993,98,5.4,1
878,878,1325619,Revue,2008,82,7.2,3
2732,2732,4019666,Love Stories,2016,94,5.3,1
565,565,251637,Choke,1999,98,7.4,3
494,494,486358,Jesus Camp,2006,84,7.5,3
379,379,399295,Lord of War,2005,122,7.6,2
136,136,334416,Stevie,2002,140,8.0,3
2683,2683,118750,Booty Call,1997,79,5.3,1
749,749,1343097,The Girl Who Kicked the Hornet's Nest,2009,147,7.3,2
329,329,1966396,Dark Girls,2011,71,7.7,3
1458,1458,1528224,Two in the Wave,2010,91,6.7,3
891,891,1757939,???­Vivan las ant???podas!,2011,108,7.2,3
1900,1900,1194616,LOL (Laughing Out Loud) ????,2008,103,6.3,1
142,142,1018748,Meeting David Wilson,2008,83,8.0,3
1722,1722,4400028,No Kids,2015,90,6.5,1
2951,2951,110725,On Deadly Ground,1994,101,4.4,0
161,161,97033,Central Park,1990,176,7.9,3
1821,1821,1984208,Moby Dick,2011,112,6.4,0
2549,2549,2192900,Ainoat oikeat,2013,117,5.6,1
780,780,2401223,Richard Pryor: Omit the Logic,2013,83,7.3,3
2865,2865,1742650,I Don't Know How She Does It,2011,89,4.9,1
2488,2488,4769836,The Do-Over,2016,108,5.7,0
2600,2600,1185416,When in Rome,2010,91,5.5,1
2698,2698,293685,Venus Boyz,2002,102,5.3,3
2291,2291,411542,El juego de la verdad,2004,95,5.9,1
563,563,190419,Slave,1998,162,7.4,2
2319,2319,1579223,Federal Bank Heist,2011,101,5.9,2
73,73,800238,Beslan: Three Days in September,2006,75,8.2,3
2710,2710,1153106,The Hessen Conspiracy,2009,113,5.3,2
